OrderID,CustomerID,CustomerName,Gender,Age,City,Category,ProductName,Quantity,UnitPrice,ShippingCost,TotalAmount,ShippingMethod,Platform,OrderDate,DeliveryDate,DeliveryDays,OrderStatus,Rating,ReturnStatus
42011,CUST0143,Customer_340,Female,39,Jaipur,Automotive,,9,₹26602.97,135.61,₹239562.34,Standard,Mobile Web,45588,45601,13,Processing,2,Returned
42012,CUST1878,Cu@tomer_146,,33,Delhi,Books,,2,₹44891.58,7.16,₹89790.32,Overnight,Mobile Web,21/03/2024,25-03-2024,4,Pending,4,
42013,CUST0418,Cu#tomer_460,Female,29,Lucknow,,Product_139,8,₹17502.84,200.38,₹140223.10,Overnight,Mobile Web,45479,45455,5,Pending,1,Not Returned
42014,CUST2353,Customer_698,Male,53,Kolkata,Furniture,,3,₹69087.78,383.94,₹207647.28,Overnight,Mobile Web,44753,44885,13,Delivered,5,Not Returned
42015,CUST1460,Cu#tomer_551,Female,20,Delhi,Furniture,Product_133,10,₹3569.67,37.73,₹35734.43,Same Day,Website,21/03/2023,26-03-2023,5,Pending,1,not returned
42016,CUST0966,Customer_851,Female,24,Jaipur,Automotive,Product_65,5,,0.26,₹214116.36,Overnight,Website,45561,45571,10,Delivered,4,Not Returned
42017,CUST0076,Customer_957,Male,29,  Jaipur  ,Toys,Product_12,4,₹778.14,29.76,₹3142.32,Overnight,App,44865,,7,Processing,5,Returned
42018,CUST0909,Customer_564,Male,42,Jaipur,Clothing,Product_146,1,₹30403.76,26.19,₹30429.95,,App,45491,24-07-2024,6,Pending,5,Not Returned
42019,CUST1576,Customer_718,Female,64,Hyderabad,,Product_82,4,₹49615.55,309.27,₹198771.47,Standard,Mobile Web,44651,N/A,2,,2,Not Returned
42020,CUST0421,Customer_478,Male,28,Delhi,,Product_103,6,,199.52,₹189365.24,Express,Mobile Web,45310,45321,11,Delivered,1,Not Returned
42021,CUST2360,  Customer_841  ,Female,62,Hyderabad,Books,,3,₹78982.29,8.4,₹236955.27,Express,App,22/11/2024,45455,14,Returned,4,Not Returned
42022,CUST2487,Customer_938,Male,18,Kolkata,Sports,Product_104,7,₹3922.55,355.18,₹27813.03,Same Day,Website,45021,45174,5,,2,Returned
42023,CUST1902,Customer_283,Female,64,Delhi,Automotive,Product_78,9,₹75546.75,76.76,₹679997.51,Same Day,Mobile Web,45465,24-06-2024,2,Delivered,1,Returned
42024,CUST0324,Customer_870,Female,69,Lucknow,Clothing,Product_55,7,71945.96,262.61,₹503884.33,Same Day,Website,22/04/2024,45405,1,Processing,3,
42025,CUST1835,Customer_756,Male,22,Delhi,Clothing,Product_68,9,₹14868.66,302.57,,Same Day,App,28-02-2022,44622,2,Cancelled,3,not returned
42026,CUST2118,Customer_517,Male,33,Pune,Books,Product_56,8,₹44125.70,332.01,₹353337.61,Express,App,18/11/2022,44887,4,Processing,5,Returned
42027,CUST1764,Customer_383,Male,41,Kolkata,Sports,Product_92,2,₹5773.35,340.17,₹11886.87,Standard,Website,45179,,3,Returned,2,Not Returned
42028,CUST1801,Customer_714,Male,69,Bangalore,Clothing,Pr@duct_133,1,,34.33,₹33382.15,Same Day,App,45478,45572,5,Returned,5, Not Returned 
42029,CUST0073,Cu#tomer_982,Female,26,Kolkata,Clothing,Product_153,2,₹3529.31,275.9,₹7334.52,Overnight,Website,45200,45261,2,Pending,2,Returned
42030,CUST0269,,Female,59,Chennai,Books,Product_146,8,11852.91,347.43,₹95170.71,Express,App,44639,,10,Processing,5,Not Returned
42031,CUST0900,Customer_340,Female,44,Jaipur,,Product_8,9,₹77474.31,312.43,₹697581.22,Standard,Website,20-11-2024,45630,14,Returned,2,Not Returned
42032,CUST1253,Customer_158,Female,63,Surat,Furniture,Product_42,3,₹54971.45,335.48,165249.83,,Mobile Web,28-06-2023,45084,8,Cancelled,1,Not Returned
42033,CUST1065,Customer_252,Female,55,Kolkata,Electronics,Product_111,4,,361.73,₹75501.77,Standard,Mobile Web,45456,45464,8,Processing,5,Not Returned
42034,CUST0081,Customer_170,Male,60,Lucknow,Toys,Product_75,10,₹53370.65,245.46,₹533951.96,Express,Website,26-03-2024,45383,6,Cancelled,4,not returned
42035,CUST2290,Customer_140,Female,68,Hyderabad,,Product_172,2,₹47988.17,422.88,₹96399.22,Overnight,Mobile Web,45471,45485,14,Returned,5,Not Returned
42036,CUST2165,Customer_694,Female,65,Pune,Health,Product_8,9,₹69608.44,256.24,₹626732.20,Same Day,App,24/07/2024,,14,Delivered,2,Not Returned
42037,CUST2533,  Customer_167  ,Male,,Chennai,,Product_97,3,₹16429.82,84.66,₹49374.12,Express,Website,14-09-2024,23-09-2024,9,Pending,5,Not Returned
42038,CUST0178,,Male,35,Hyderabad,Toys,Product_190,3,₹52760.11,106.89,₹158387.22,Express,Website,18-01-2024,73050,7,Cancelled,1,Not Returned
42039,CUST0992,Customer_943,Male,30,Hyderabad,Toys,Product_198,4,11261.89,39.12,45086.68,Overnight,Website,44775,44605,5,Pending,2,Returned
42040,CUST2614,Customer_382,Female,54,Hyderabad,,Product_25,4,₹27584.26,117.1,,Same Day,Website,44738,44739,1,Cancelled,3, Not Returned 
42041,CUST2796,Customer_162,Female,55,Delhi,,Product_139,1,₹44671.09,185.75,₹44856.84,Same Day,Website,not-a-date,17/03/2022,4,Pending,5,not returned
42042,CUST1509,Customer_988,Female,39,Hyderabad,Furniture,Product_86,4,₹14894.46,201.52,₹59779.36,Standard,Website,45375,45379,4,Cancelled,5,Not Returned
42044,CUST0571,Customer_271,Male,50,Lucknow,Health,Product_186,4,₹40779.33,168.77,₹163286.09,Express,Mobile Web,45513,,10,Delivered,5,Returned
42045,CUST2427,Customer_71,Male,51,Lucknow,Automotive,Product_116,1,₹58302.33,351.7,₹58654.03,Express,Mobile Web,44591,44653,5,Processing,3,Not Returned
42047,CUST1874,Customer_133,Female,53,Kolkata,Sports,Product_111,5,₹49060.73,276.03,₹245579.68,Overnight,App,24-12-2022,28/12/2022,4, Pending ,5,not returned
42049,CUST0757,Customer_193,Female,68,Chennai,Toys,Product_34,3,₹77685.10,399.7,233455,Express,Mobile Web,31/07/2024,45518,14, Pending ,3,Not Returned
42050,CUST1025,Customer_743,Female,26,Surat,Automotive,Product_14,1,₹57635.97,191.58,,Overnight,Mobile Web,19-02-2022,44618,7,Pending,1,Returned
42051,CUST0792,Customer_113,Male,60,Mumbai,Beauty,Product_18,3,₹60790.18,470.06,₹182840.60,Same Day,Mobile Web,45349,45352,3,Delivered,1,Not Returned
42052,CUST2197,Customer_379,Female,30,Jaipur,Furniture,Product_99,4,₹44365.93,230.95,₹177694.67,,,44563,13-02-2022,12,Processing,2,Not Returned
42054,CUST0712,Customer_352,Male,32,Pune, Electronics ,Product_136,1,₹63821.99,327.49,₹64149.48,Overnight,Website,TBD,45335,11, Processing ,2,Not Returned
42055,CUST2284,Customer_898,Male,56,Chennai,Grocery,,8,₹1910.47,255.98,₹15539.74,Express,Mobile Web,25-05-2024,45479,13,Delivered,2,Not Returned
42056,CUST2551,Customer_468,Male,63,  Mumbai  ,Health,Product_74,1,35834,383.66,,Overnight,Mobile Web,28-06-2023,45106,1,Processing,5,NOT RETURNED
42057,CUST0876,Customer_258,Female,36,Chennai,Beauty,Product_75,7,₹43445.46,124.75,₹304242.97,,Website,45078,45084,6,Returned,5,Not Returned
42058,CUST1939,Customer_813,Female,,,Sports,Product_20,1,₹65464.63,,₹65764.87, Overnight ,Mobile Web,45260,73050,13,Processing,1,not returned
42059,CUST2250,Customer_337,Male,39,Delhi,Automotive,Product_66,5,₹30868.15,408.79,₹142177.42,Express,Mobile Web,45632,45456,1,Processing,5,Returned
42060,CUST0384,Customer_462,Male,56,Delhi,Sports,Product_169,8,52174.8,44.55,₹173106.97,Standard,Website,45391,13-09-2024,9,Delivered,2,Not Returned
42061,CUST2363,Customer_871,Female,53,Bangalore,Electronics,Product_31,2,₹26942.63,206.43,₹54091.69,Same Day,Website,45249,26/11/2023,7,Cancelled,2,not returned
42062,CUST0621,Cu#tomer_87,Male,43,Bangalore,Automotive,Product_58,2,₹73924.25,431.53,₹148280.03,Express,Website,21/10/2023,45234,14,Processing,1,Not Returned
42063,CUST2575,Customer_660,Male,51,Jaipur,Health,Product_194,4,₹60986.96,245.02,₹244192.86,Overnight,App,45445,45567,4,Cancelled,1, Not Returned 
42064,CUST1148,Customer_550,Male,70,Jaipur,Toys,Product_69,9,₹26832.77,464.76,₹241959.69,Overnight,Mobile Web,44725,28/06/2022,15,Returned,3,not returned
42065,CUST2986,Customer_525,Male,42,Lucknow,Health,Product_43,2,₹27729.11,,₹55660.51,Standard,Website,26/01/2022,44595,8,Delivered,4,RETURNED
42066,CUST2233,Customer_35,Female,33,Surat,,Product_82,10,24900.13,160.91,₹249162.21,Overnight,Mobile Web,20/01/2022,44589,8,Returned,5,Not Returned
42067,CUST0997,Customer_605,Male,69,Lucknow,Clothing,Product_75,9,₹56375.83,202.05,,Standard,App,73050,44690,8,Processing,5, Not Returned 
42068,CUST2286,Customer_494,Male,50,Kolkata,Clothing,Product_194,7,₹61572.62,396.85,₹431405.19,Standard,Mobile Web,29/08/2024,45452,8,Cancelled,1,Not Returned
42069,CUST0508,Customer_5,Male,64,Kolkata,Books,Product_138,2,₹9859.00,259.73,₹19977.73, Express ,App,N/A,26-04-2024,9,Delivered,,Not Returned
42070,CUST0407,Customer_657,Female,46,Bangalore,Clothing,Product_41,5,₹72603.37,229.38,₹363246.23,Same Day,App,28/01/2023,44963,9,Cancelled,5,Not Returned
42071,CUST0184,Customer_948,Male,38,Surat,Clothing,Product_88,336,₹29073.18,475.84,₹174914.92,Same Day,Mobile Web,44752,23-07-2022,13,Returned,5,Returned
42072,CUST2628,Customer_713,Female,64,Mumbai,Beauty,Product_122,10,68648.28,432.74,₹686915.54,Same Day,Website,25-03-2022,,9,Pending,1,Not Returned
42074,CUST2678,Customer_452,Female,25,Bangalore,Electronics,Pr#duct_199,8,₹77766.76,435.19,₹622569.27,Overnight,Website,44986,44987,1,Returned,5,Not Returned
42075,CUST2761,Customer_572,Male,38,Hyderabad,Sports,Product_155,8,₹27731.56,127.88,₹221980.36,Overnight,Mobile Web,45422,13/05/2024,3,Pending,5,Returned
42076,CUST2584,Customer_114,Female,23,Mumbai,Toys,Product_192,9,₹32387.40,322.98,₹291809.58,Standard,App,45054,,7,Processing,5,Returned
42077,CUST1093,  Customer_354  ,Male,65,Surat,Sports,Product_27,4,₹21444.38,392.13,₹191960.92,Same Day,App,44844,44854,10,Cancelled,3,Not Returned
42078,CUST1335,,Female,21,Delhi,Automotive,Product_10,5,₹74724.55,416.34,₹374039.09,Same Day,App,18-08-2022,44800,9,Pending,2,Not Returned
42079,CUST0646,Customer_152,Male,28,Surat,Toys,Pr#duct_68,5,₹55201.93,95.23,₹276104.88,Standard,App,45210,45243,3,Processing,1,Not Returned
42080,CUST3000,Customer_85,Male,39,Chennai,Electronics,Product_73,5,₹56340.34,14.12,₹281715.82,Express,App,45075,45113,9,Delivered,1,Not Returned
42081,CUST1608,Customer_469,Male,66,Pune,Health,,1,₹33006.25,320.08,₹185130.50,Same Day,Mobile Web,45357,19-03-2024,13,Delivered,4,NOT RETURNED
42082,CUST2914,Customer_366,Male,34,Kolkata,Sports,Product_66,5,₹65757.53,396.84,₹329184.49,Overnight,App,15-10-2024,45583,3,Pending,2,Not Returned
42083,CUST0848,Customer_265,Male,51,  Hyderabad  ,Grocery,Product_197,5,₹65371.70,457.64,₹327316.14,Same Day,Mobile Web,44761,44769,8,Processing,2,
42084,CUST2936,Customer_785,Male,28,Delhi,Toys,Product_21,10,₹14321.95,352.58,₹143572.08,Express,Website,45238,17/11/2023,9,Processing,5,Not Returned
42085,CUST0554,Customer_310,Female,,Pune,Beauty,Product_7,7,₹64300.38,,,Overnight,Website,45424,45641,10,Returned,4,NOT RETURNED
42086,CUST2180,,Female,60,Delhi,Books,Product_34,1,₹23901.37,,₹24175.96,Express,App,45086,45186,11,Pending,2,Not Returned
42087,CUST1420,Customer_871,Male,60,Chennai,Sports,Product_175,7,₹72141.78,,₹505309.37,Express,Website,44610,22/02/2022,4,Delivered,4,Not Returned
42088,CUST2404,Customer_422,Female,68,Delhi,Health,Product_157,4,₹72090.45,89.18,₹288450.98,Express,Website,13-12-2023,24-12-2023,11,Processing,,Not Returned
42089,CUST1647,Customer_474,Female,43,Jaipur,Clothing,Product_165,8,₹16917.79,224.67,₹135566.99,Overnight,Website,30/11/2024,45640,14,Processing,4,Returned
42090,CUST0436,Customer_618,Male,21,Mumbai,Sports,Product_134,6,₹2983.06,14.21,₹17912.57,Standard,Website,44820,44829,9,Cancelled,2,Not Returned
42091,CUST0580,Customer_155,Female,66,Surat,Health,Product_111,8,₹40412.07,67.59,₹81409.83,Overnight,Mobile Web,45004,45018,14,Delivered,3,returned
42092,CUST0948,Customer_385,Female,32,Lucknow,Furniture,Product_198,10,₹1475.20,214.14,₹14966.14,Same Day,Mobile Web,45325,45368,15,Processing,,Not Returned
42093,CUST1985,Customer_349,Male,29,Mumbai,Automotive,Product_84,1,₹10172.32,276.75,₹10449.07, Overnight ,App,45018,45111,5,Processing,1,Not Returned
42094,CUST1255,Cu@tomer_104,Male,35,Surat,Health,Product_25,7,₹51323.67,215.24,359480.93,Express,App,45334,45643,15,,4,Not Returned
42095,CUST0429,Customer_921,Female,40,Lucknow,Automotive,Product_25,10,₹20697.62,26354.35,₹207455.37, Same Day ,Mobile Web,25-05-2023,45081,10,,5,RETURNED
42096,CUST0540,Customer_673,Male,30,Jaipur,Furniture,Product_105,1,₹65390.58,167.81,₹65558.39, Same Day ,App,44940,25/01/2023,11, Processing ,,
42097,CUST1281,Customer_596,,58,Mumbai,Furniture,Product_127,1,₹65306.99,301.28,₹65608.27,,App,24-03-2023,,8,Cancelled,,NOT RETURNED
42098,CUST0445,Customer_396,Male,1200,Lucknow,Furniture,Product_39,2,,210.21,₹107138.57,Express,Mobile Web,25/11/2023,44969,7,Delivered,4,returned
42099,CUST0605,Customer_674,Female,41,Delhi,Health,Product_45,1,₹22322.44,281.48,₹22603.92,Same Day,Mobile Web,45634,17/08/2024,5,Returned,2,Not Returned
42100,CUST2171,Customer_729,Female,57,Hyderabad,Sports,Product_149,8,₹59519.18,445.07,₹46041.97,Same Day,Mobile Web,19/06/2023,22-06-2023,3,Processing,,Not Returned
42101,CUST2815,Customer_802,Male,48,Lucknow,Clothing,Product_80,6,₹33453.37,315.09,₹201035.31,Standard,Mobile Web,44972,44974,2,,3,Not Returned
42102,CUST0247,Customer_528,Male,55,Delhi,Clothing,Product_172,5,₹1185.74,,₹6294.03,Same Day,Mobile Web,44823,44838,15,Pending,4,Not Returned
42103,CUST2324,Customer_510,Female,38,,,Product_56,8,₹45866.74,212.5,₹367146.42,Same Day,App,44583,44590,7,Delivered,1,Not Returned
42104,CUST2770,Customer_10,Female,47,Lucknow,Automotive,Product_171,4,₹6172.47,466.97,₹25156.85,Same Day,Website,20/06/2024,45464,1,Pending,3,not returned
42105,CUST2496,  Customer_395  ,Male,65,Kolkata,Electronics,Product_119,8,₹77236.22,92.17,₹5160.89,Same Day,App,23-03-2024,45389,15,Pending,-5,Not Returned
42106,CUST2947,Customer_367,,67,Kolkata,Sports,Product_21,2,₹23091.97,317.76,₹46501.70,Same Day,Website,45261,45211,9,Processing,2,Returned
42107,CUST2027,Customer_432,Female,18,Surat,Health,Product_132,10,₹33926.75,120.14,339387.64,Same Day,Website,18-01-2023,27-01-2023,9, Delivered ,1,Not Returned
42108,CUST2099,Customer_64,Female,36,Mumbai,Books,Product_127,3,₹54838.76,214.81,₹164731.09,Express,Mobile Web,44751,73050,9,Delivered,2,not returned
42109,CUST1484,Customer_343,Female,44,Lucknow,,Product_75,8,₹34200.80,231.48,₹273837.88,Same Day,Website,44836,44840,4,Pending,1,Not Returned
42110,CUST2464,Customer_130,Male,31,Kolkata, Electronics ,Product_83,8,₹30938.67,278.57,₹89738.44,Express,Mobile Web,45541,45454,2,Cancelled,1,Returned
42111,CUST1396,Customer_404,Female,55,Chennai,Sports,Product_166,4,,471.77,87404.37,Overnight,Mobile Web,30-06-2024,13/07/2024,13,Processing,1,not returned
42112,CUST0497,Customer_454,Male,65,Chennai,Health,Product_17,7,71926.1,,503656.44,Same Day,Mobile Web,17-04-2024,45327,15,Cancelled,3, Not Returned 
42113,CUST2601,Customer_10,Female,46,Kolkata,Grocery,Product_140,4,₹11729.78,10.55,₹188497.52,,Website,45566,45568,2,Cancelled,3,Not Returned
42114,CUST2241,Customer_957,Female,67,Mumbai,Electronics,Product_161,8,₹14363.56,488.05,,Same Day,Website,44652,44567,2,Returned,2,not returned
42115,CUST1468,Customer_904,Male,40,Hyderabad,Sports,Product_193,7,₹32693.80,495.42,₹229352.02,Overnight,Mobile Web,27/08/2023,45177,12,Returned,2,Not Returned
42116,CUST2750,Customer_489,Male,50,Jaipur,Health,Product_48,4,₹34223.11,93.53,₹136985.97,Same Day,App,44693,19/12/2022,14,Delivered,1,Not Returned
42117,CUST1409,Customer_799,Female,,Jaipur,Automotive,Product_61,1,₹25519.14,485.29,26004.43,Overnight,Mobile Web,44937,44945,8,Processing,1,Returned
42118,CUST0906,Customer_202,Male,53,Bangalore,Sports,Product_158,5,₹75306.29,487.05,₹377018.50,Same Day,Website,45495,45507,12,Returned,1,returned
42119,CUST0031,Customer_263,Female,,Jaipur,Sports,Product_150,,₹79614.91,454.72,₹318914.36, Standard ,Website,45305,45318,13,Delivered,,NOT RETURNED
42120,CUST2759,Customer_392,Female,60,Pune,,Product_149,2,₹44334.78,48699.2,₹89112.28,Same Day,App,30-11-2023,15/12/2023,15,Pending,,Not Returned
42121,CUST2986,Cu#tomer_231,Female,41,Lucknow,Beauty,Product_13,9,₹12944.75,50.69,₹116553.44,Standard,App,45651,45652,1,,4,RETURNED
42122,CUST0776,Customer_585,Male,18,Lucknow,Clothing,Product_122,9,₹59014.64,122.43,₹531254.19,Standard,Mobile Web,44935,45086,5,Returned,4,Returned
42123,CUST0152,Customer_911,Male,33,Chennai,Health,Product_86,3,,485.75,₹174843.53,,App,45048,45204,8,Processing,,Returned
42124,CUST0286,Customer_559,Female,,Jaipur,Sports,Product_184,3,₹52823.03,113.78,₹158582.87,Overnight,App,14/09/2024,45556,7,,1, Not Returned 
42125,CUST2765,Customer_497,Female,64,Jaipur,Grocery,Product_123,-5,₹44626.96,392.59,₹223527.39,Express,Mobile Web,N/A,,8, Returned ,4,Not Returned
42126,CUST1360,Customer_636,Female,,Chennai,Electronics,Product_23,8,₹3704.62,465.36,₹30102.32,Same Day,Mobile Web,44562,44774,7,Processing,4,Returned
42128,CUST1782,Customer_35,Male,45,Bangalore,,Product_39,7,₹59627.68,129.78,₹417523.54,Same Day,Website,44594,44744,5,,3,Not Returned
42129,CUST1382,Customer_119,Female,52,Surat,Automotive,Product_163,7,₹47956.00,496.55,₹336188.55,Overnight,Website,23/01/2024,45316,2,Returned,,Not Returned
42130,CUST2572,Customer_357,,41,Pune,Books,Product_52,-10,₹13338.59,489.23,₹133875.13,Express,Website,13-11-2024,15/11/2024,2,Pending,2,Not Returned
42131,CUST0520,Customer_64,Male,61,Kolkata,,,1,₹78866.64,28.4,₹78895.04,Standard,Mobile Web,45119,15/12/2023,8,,4,returned
42132,CUST2325,  Customer_158  ,Female,44,Mumbai,Health,Product_58,1,₹51441.79,361.01,,Overnight,Mobile Web,not-a-date,45355,3, Pending ,3,
42133,CUST0801,Customer_182,Female,42,Bangalore,Clothing,Product_92,7,₹75378.16,435.25,,Overnight,Website,45144,16/06/2023,8,Processing,3,Not Returned
42134,CUST1313,,Male,63,Pune,Automotive,Product_16,-5,,177.27,₹89255.07,Same Day,Website,44832,44752,9,Pending,3,Returned
42135,CUST0568,Customer_547,Female,67,Surat,Books,Product_142,10,₹46954.53,489.59,₹470034.89,Same Day,,24-06-2024,45542,15,Cancelled,5,not returned
42136,CUST0695,Customer_827,,58,Chennai,Grocery,Product_2,1,₹3411.28,267.06,₹3678.34,Standard,App,44802,44874,13,Pending,5,Not Returned
42137,CUST1199,Customer_812,Female,34,Chennai,Furniture,,4,₹50423.79,167.07,59382.06,Standard,Website,23/08/2024,45331,10,Cancelled,1,Not Returned
42138,CUST0053,Customer_590,Male,35,Pune, Sports ,Product_156,2,₹64676.71,406.82,₹129760.24,Express,,44666,20/04/2022,5,Delivered,5,Not Returned
42140,CUST0503,Customer_137,Female,24,Lucknow,Toys,Product_83,9,₹52715.64,51.19,,Standard,App,45448,45601,5, Processing ,1, Not Returned 
42141,CUST2033,Customer_228,Male,23,Jaipur,Clothing,Product_79,8,₹73240.71,30.6,₹585956.28,Standard,Mobile Web,45085,,9,Returned,5,NOT RETURNED
42142,CUST1353,Cu@tomer_950,Male,47,,Furniture,Product_23,8,₹51765.54,260.2,₹414384.52,Overnight,App,19-01-2024,45316,6,Delivered,2,Not Returned
42143,CUST0024,Customer_939,Male,49,Hyderabad, Clothing ,Product_167,3,38939.05,182.33,₹116999.48,Overnight,App,25-02-2023,45172,12,Cancelled,4,Not Returned
42144,CUST2866,,Female,58,Bangalore,Sports,Product_149,2,₹74084.16,123.11,₹148291.43,Express,Website,26/02/2023,45172,11,Pending,3,Not Returned
42145,CUST0037,Customer_81,Male,37,Kolkata,Automotive,Product_93,10,₹12294.84,427.5,₹123375.90,Standard,Website,45653,45809,10,Processing,3,not returned
42146,CUST1425,Customer_321,Female,65,Surat,Health,Product_126,8,₹66725.11,51.24,₹533852.12,Standard,Website,45141,45148,7,Cancelled,2,Not Returned
42147,CUST2275,Customer_838,Male,37,Hyderabad,Furniture,Product_48,7,₹57841.80,436.18,405328.78,Express,Website,45297,14-06-2024,13,Delivered,4,Not Returned
42149,CUST2247,Customer_670,Female,64,Kolkata,Furniture,Product_79,,₹67042.40,105.24,₹402359.64,Express,Website,44693,16/05/2022,4,Pending,2,Not Returned
42150,CUST2297,Customer_253,Female,39,Surat, Toys ,Product_45,10,,280,₹717554.60,Same Day,App,45271,,12, Pending ,3,returned
42151,CUST0452,Customer_278,Female,66,Lucknow,Automotive,,8,₹50727.33,437.56,₹406256.20,Standard,Mobile Web,45320,45445,8,Returned,2,
42152,CUST1006,Cu@tomer_436,Female,21,Hyderabad,Automotive,Product_125,2,₹22776.05,180.39,₹45732.49,Express,Website,21-11-2024,45455,15,Processing,1,Not Returned
42153,CUST0032,Customer_838,Female,50,Surat,Electronics,Product_100,8,₹25865.08,226.28,₹207146.92,Same Day,App,45237,45267,1,Cancelled,1,Not Returned
42154,CUST1012,  Customer_837  ,Male,70,Hyderabad,Health,,3,₹21236.91,496.52,₹64207.25,Overnight,Mobile Web,20-02-2023,44992,15,Pending,1, Returned 
42155,CUST1487,Customer_665,Male,60,Delhi,Health,Product_89,1,₹65820.52,-354.14,,Same Day,App,44564,44636,15,Cancelled,1,Not Returned
42156,CUST0568,Customer_444,Male,48,Pune,Automotive,Product_48,1,,294.55,₹78008.28,Standard,App,20/04/2022,44675,4,,5,Not Returned
42157,CUST2537,Customer_540,Male,50,Bangalore,Electronics,Product_125,7,₹35550.26,187.4,₹249039.22,Express,Mobile Web,29-09-2022,44875,12,Delivered,,Returned
42158,CUST1214,Customer_63,Male,28,Chennai,Electronics,Product_128,4,₹4991.78,392.15,₹20359.27, Overnight ,Mobile Web,44782,44795,13,Pending,5,Not Returned
42159,CUST1200,Customer_880,Male,21,Bangalore,Clothing,Product_163,7,₹66313.73,28337.28,464343.7,Standard,App,44815,44875,1,Delivered,4,not returned
42160,CUST1751,Customer_667,Female,,Surat,Books,Product_49,4,₹25116.18,349.42,100814.14,Standard,Website,13-02-2023,28/02/2023,15,Pending,2,Not Returned
42161,CUST2048,Customer_764,Male,20,Bangalore,Clothing,Product_187,8,₹73582.25,406.86,₹589064.86,Overnight,Mobile Web,45545,24/10/2024,15,Delivered,1,NOT RETURNED
42162,CUST0053,,Male,20,Lucknow,Electronics,Product_192,,41585.39,211.33,₹166552.89,Express,App,22-05-2022,44718,15,Pending,2,Not Returned
42163,CUST1598,Customer_532,Female,48,Kolkata,Health,Product_45,5,₹45041.02,389.42,₹225594.52,Express,Website,TBD,24-02-2023,3,Pending,5,not returned
42164,CUST0805,Customer_397,Female,67,Hyderabad,Books,Pr@duct_156,8,41680.11,201.7,₹333642.58,Express,Website,45176,17-09-2023,10,Returned,4,NOT RETURNED
42165,CUST1657,Cu#tomer_167,Female,21,  Bangalore  ,Sports,Product_168,4,₹31256.42,310.88,₹125336.56,Standard,App,14-11-2022,44891,12,Pending,2,
42166,CUST2690,Customer_157,Female,36,  Chennai  ,Sports,Product_148,6,₹50124.37,176.95,₹300923.17,Same Day,Mobile Web,14/10/2022,44850,2,Pending,3,Returned
42167,CUST2360,Customer_466,Male,54,Hyderabad,Clothing,Product_10,8,₹60003.55,460.81,480489.21,Standard,Mobile Web,45115,22-08-2023,15,Returned,5,Not Returned
42168,CUST1719,Customer_252,Female,34,Surat, Furniture ,Product_35,2,,43.17,₹113877.97,Standard,Mobile Web,44624,18/03/2022,14,Pending,5,Returned
42169,CUST2267,  Customer_720  ,Male,46,Delhi,Clothing,Product_199,2,₹1511.77,471.68,₹3495.22,Same Day,Mobile Web,not-a-date,44596,2,Pending,5,returned
42170,CUST2729,Customer_655,Male,55,Chennai,Electronics,Product_74,5,₹70766.94,183.79,354018.49,Express,,45629,45643,14,Returned,4,Not Returned
42171,CUST0314,  Customer_609  ,Male,51,Mumbai,Health,Product_68,3,₹36502.28,30.13,₹109536.97,Express,Mobile Web,44625,44693,9,Delivered,1,Not Returned
42172,CUST1796,Customer_381,Male,-51,Pune,Toys,Product_146,10,₹3967.48,348.75,₹40023.55,,Website,45029,45039,10,Returned,4,Not Returned
42174,CUST2505,Customer_100,Male,38,Hyderabad,Health,Product_146,7,,447.56,₹116448.69,Standard,Website,21-11-2022,30/11/2022,9,Processing,5,Not Returned
42175,CUST0417,Customer_459,Female,60,Delhi,Toys,Product_113,4,₹22684.64,233.64,₹90972.20,Overnight,App,45346,45507,13,,3,Not Returned
42176,CUST1539,Customer_907,Female,,,Toys,Product_93,,₹4033.01,19.73,₹20184.78,Express,Mobile Web,73050,24/02/2023,4,Returned,2,Not Returned
42179,CUST1820,Customer_551,Female,19,Chennai,Automotive,Product_39,4,₹32296.35,197.3,,Express,App,21/06/2022,44658,13,Pending,4,Not Returned
42180,CUST1334,Customer_160,,52,Chennai, Health ,Product_52,9,₹13660.44,485.89,123429.85,Same Day,Website,44849,20-10-2022,5,Processing,3, Returned 
42181,CUST2955,Customer_570,Female,33,Lucknow,Automotive,Product_10,5,₹65455.23,80.63,₹327356.78,Standard,App,45569,16-10-2024,12,Processing,1,Not Returned
42182,CUST0784,Customer_407,Female,61,Pune,Grocery,Pr@duct_175,,₹61108.87,181.91,₹244617.39,Standard,App,30/10/2024,,14,Processing,4, Returned 
42183,CUST0690,Customer_333,Male,26,Chennai,Electronics,Product_33,1,₹47812.48,281.18,₹48093.66,,App,44657,44687,1,Cancelled,3,Not Returned
42184,CUST0177,Customer_197,Female,48,Lucknow,Electronics,Product_3,5,₹37202.90,199.91,₹186214.41,Overnight,App,45474,45476,2,Returned,1,Not Returned
42185,CUST2232,Customer_445,Female,61,Jaipur,Beauty,Product_114,2,₹41712.40,489.17,₹83913.97,Overnight,Mobile Web,45197,N/A,12,Delivered,1,Not Returned
42186,CUST1468,Customer_997,Female,33,Kolkata,,Product_117,,₹48449.83,11153.7,₹145473.42,Same Day,App,45087,N/A,1,Processing,2,RETURNED
42187,CUST2049,Customer_168,Male,44,Surat,Grocery,Product_13,9,₹10562.50,24.09,₹95086.59,Standard,Website,44670,not-a-date,11,Processing,5,Not Returned
